Descriptor,Count
poet,6
downsid,41
boushey,74
jm,6
mentholdriven,6
jr,8
barbequ,10
stayhom,18
pedestrian,26
brunello_riserva,80
rubicon,6
uncomfort,25
vento,7
confection,6
eggplant,11
onetrick,10
platter,12
regain,8
béchamel,9
embroideri,42
inkyblack,12
uccelliera,7
lehmann,6
tokaji,14
spicelik,7
fritz,18
celilo,9
champion,8
loimer,8
restaurantstyl,8
immediaci,9
shingleback,10
limeflavor,9
dryli,12
brix,12
canadian,28
icewin,10
swiss,13
compliment,11
now–2017,9
passito,11
fruits—a,6
550,10
northstar,10
windrow,6
napalik,7
antinori,20
palo,7
coal,20
rancio,7
communic,8
nudg,10
smorgasbord,9
nononsens,18
steven,34
kent,17
solomon,9
paramet,6
butterscotchi,35
randi,6
dunn,6
penley,10
625,8
200000,8
oloroso,9
pumpedup,6
adjust,7
aficionado,12
kilikanoon,9
ai,11
coffeeflavor,13
failla,20
fifti,13
yearn,13
hedon,8
4000,12
outlier,8
prospect,13
threeplus,11
duboeuf,9
cameron,8
dick,13
giveaway,21
158,16
ineff,8
tobaccoey,17
talenti,7
seat,17
recioto,32
ambrogio,6
giovanni,16
folonari,8
climb,15
13000,8
patti,6
1800,7
1973,12
mauritson,6
terra,48
rossa,20
moscato_dasti,86
crest,35
metodo,22
genr,27
sediment,16
bonterra,10
fusion,23
patina,10
159,16
sore,15
thumb,9
tinker,11
proverbi,9
counterbalanc,14
mauro,13
sebast,6
alla,7
sbs,19
ultrarich,71
deliri,7
defi,7
leek,6
fruitbas,12
ecofriend,6
tailgat,9
superoaki,25
fruitskin,10
nera,6
14000,7
ador,11
villamont,7
saigné,7
nuitssaintgeorg,15
luminos,30
honeysweet,32
600,16
stefano,11
sudden,15
precipic,6
marc_de,67
grazia_select,66
barrier,8
regimen,33
hanger,9
engin,17
herbaltast,6
outperform,10
everybodi,12
175000,6
octob,13
instabl,9
juri,14
heinrich,13
9000,7
unsatisfi,7
fresco,8
insipid,8
unclean,7
tramin,16
velha,7
exorbit,7
closur,9
drain,14
abeja,15
kobe,6
abbott,12
portray,8
glare,20
nich,10
andrea,10
vale,10
aspir,18
giusepp,17
insan,15
tamari,25
betz,29
sixth,7
enolog,8
ecovalley,8
refresco,8
mat,6
raymond,16
10–12,8
reveri,9
infam,6
tamarack,10
protagonist,23
2013–2020,8
ballpark,9
peachypink,7
lag,8
woodsap,11
vapid,7
underperform,8
asset,7
walter,21
page,7
indigen_grape,36
masseto,11
17acr,9
messorio,8
ornellaia,10
masterpiec,23
paleo,9
galatrona,8
florenc,18
enthusiasm,9
unbeat,9
transport,9
guado,8
worldclass,29
yakima,8
bésoleil,8
cultstyl,18
cabernetlik,21
twig,12
sassicaia,15
etho,11
constitut,16
bannockburn,10
hall,27
cecchi,7
coevo,6
marchesal,8
7000,12
serr,9
enrico,10
cirqu,6
soleil,11
acrobat,6
froth,29
enologist,22
onslaught,7
cecilia,7
ysio,6
gouda,7
camelot,7
kim,14
cutlet,6
602020,6
coronato,8
footstep,7
noholdsbar,16
dell,28
424,6
piastraia,6
signorello,12
200,29
husband,17
vincenzo,8
alleanza,7
caval,7
newt,9
nautilus,8
gainey,31
ultrarefin,35
evapor,8
cornish,19
visibl,12
conn,8
wairau,8
accustom,9
honeyrich,16
ata,8
rangi,9
razzledazzl,7
36000,10
inimit,7
comport,6
geyser,11
duemani,7
experiment,14
tougher,14
cow,8
prereleas,8
2011–2014,7
15000,15
newcom,24
waterbrook,15
alberta,6
ferretti,6
baia,6
windi,9
oakley,6
30acr,6
bourbonsoak,10
overstep,7
higherti,6
mandrarossa,6
flaunt,17
acidbas,17
petrollik,6
sullen,6
ie,21
127,12
softedg,13
hermann,6
wiemer,7
seafoodbas,6
luc,8
ultrafresh,14
golf,7
complaint,24
clovi,6
santadel,6
altrovino,6
cali,10
grove,24
malhadinha,10
maker,23
difes,6
renzo,6
zealandstyl,18
sousboi,9
mare,8
unfriend,7
chute,32
pastryfil,31
absent,9
lisbon,15
plumprun,9
tiger,6
triguedina,6
largeproduct,12
marsala,6
sicilia,6
sambuca,8
fondo,6
leon,12
maria,36
segreta,7
lonesom,10
almondlik,18
aceton,7
twiggi,11
petroleum,58
ultracrisp,26
timid,21
colombana,8
kund,13
bonus,17
southernmost,6
702010,7
suaviti,8
noissu,7
hate,21
honeydrizzl,9
trepat,8
mineraldomin,6
widelyavail,7
amiti,8
roug,19
broadbent,27
1966,6
cheesefil,13
lamoreaux,6
languedoc,20
fonplégad,7
fuss,11
handmad,9
fox,18
paperi,9
doctor,9
almondflavor,7
cristo,6
bianco,14
glenora,8
involtini,7
ledger,11
nodosag,9
battl,24
sherwood,7
paradis,10
pinotesqu,37
handharvest,9
easy,9
wellacidifi,6
baglio,7
skim,6
margherita,17
inappropri,11
expos,19
cup,15
reddish,12
univers,24
enclos,7
henriot,8
disgorg,38
bolling,22
rivetto,12
brunat,28
vietti,12
costa,21
grimaldi,11
cannubi,56
boschi,16
news,15
morra,34
subzon,47
basarin,12
medallion,8
rocco,8
stupend,22
women,12
josetta,9
saffirio,9
career,6
etud,15
gattera,9
wrinkl,7
fior,11
sorano,8
rabajà,16
rocca,46
nebbiolobas,14
sarmassa,15
supermodern,6
piacion,7
ferrini,14
gianfranco,13
alessandria,7
poderi,7
prapò,6
vintagedriven,12
gianni,32
hardwood,6
sheridan,13
downtoearth,6
ciabot,6
rusack,13
acknowledg,14
transfer,25
gagliardo,12
mareuilsuraÿ,6
broglio,7
falletto,10
asili,12
151,8
cascina,30
preda,11
11000,9
lequio,8
gallina,8
neiv,15
nere,7
furnitur,9
gosset,9
boroli,9
cerequio,20
oddbal,6
carrot,16
cricket,6
legitim,20
allstar,6
bric,9
pietro,9
whimsic,14
corsini,7
domus,11
aurea,6
aurelio,17
settimo,10
monfort,14
farreach,7
hummus,8
beck,15
menu,9
mineralinflect,8
perrierjouët,6
congratul,9
philipponnat,12
superspici,15
stood,26
prolong,16
lesserknown,12
conjoin,7
weil,7
lyre,6
wed,25
prodigi,6
martinenga,7
viol,8
uncork,12
giacomo,15
deutz,19
sonnenuhr,7
diehard,6
centuryold,9
vibrat,9
shallot,6
swanki,10
2012–2015,6
cod,20
pessagno,6
rumsoak,19
welter,10
chelan,20
tastewis,12
justintim,10
1902,6
1986,10
embellish,45
midlif,8
citrusdomin,12
endear,9
brightest,21
soya,11
villero,16
prosper,7
snag,6
fenocchio,6
banner,12
roncagli,6
prunotto,9
pian,14
malo,15
spinach,10
blame,8
loren,6
rigor,8
en,18
famill,10
salami,28
refurbish,9
indomita,6
eyecatch,12
unbreak,6
filet,16
mignon,8
shroud,16
timeless,8
downplay,9
factori,8
alba,22
strove,7
daniel,11
nag,7
bisqu,11
piecrust,7
width,11
record,44
sentinel,6
lodali,6
conscious,6
hamlet,7
vanillabas,9
stumbl,17
apéritifstyl,12
shove,6
welldistribut,6
25th,9
subsum,16
raspberrylik,6
masciarelli,21
viniti,6
coppercolor,8
buttermilk,6
wool,8
upward,6
mazuelo,8
prima,9
xinomavro,17
ray,18
muscadet,39
crank,10
successor,8
singleblock,6
peat,6
bourgeoi,36
bestsel,11
mionetto,16
woodbas,6
verdiso,9
plusher,10
steepest,7
bookwalt,9
sunday,7
brunch,10
88–90,27
86–88,12
topscor,8
rever,7
barrelderiv,13
sauvigon,6
dessic,16
fuissé,21
shini,17
84,14
honeycrisp,8
cortes,6
enchant,16
dom,10
respons,17
leflaiv,12
tommaso,10
mindblow,6
preview,10
bushel,6
swanson,9
spruce,8
quich,23
naoussa,7
colombo,15
brandnew,9
dos,9
chapell,10
chapel,8
morgeot,9
dor,8
botti,6
chardonnaybas,35
aperitivo,11
hor,11
doeuvr,11
7–10,11
bestknown,11
woodderiv,21
8515,11
colchagua,25
mood,13
yard,6
bichot,7
laserlik,28
mislead,9
mercer,9
butteredtoast,11
panebianco,15
wrestl,20
bel,6
blackberryflavor,8
invari,9
hickorysmok,6
sulphur,22
champ,11
parfait,20
contour,7
wellpolish,7
geranium,13
kingston,10
apricotflavor,6
velvetlik,6
ferragamo,10
vigouroux,9
mckinley,9
enlarg,7
goldencolor,9
cherrysc,9
sought,6
pretend,9
bendigo,10
viognierroussann,7
adjunct,9
protrud,8
cherrychocol,31
bourg,8
beaulieu,15
pose,7
scansano,35
reining,14
balifico,6
allstainless,8
vasco,11
oaklik,14
vaca,17
phenomen,7
arrowood,11
pez,6
valid,6
takeaway,8
lowpric,13
et,30
luster,11
lafit,13
grandson,7
perfumey,10
black­berri,9
dung,6
distilleri,6
canella,7
escarp,7
ironlik,8
twine,8
hudson,6
veuv,6
89,7
mittelburgenland,8
fabl,8
dattoma,6
hazi,6
watereddown,9
omaka,6
vino_nobil,51
overexcit,10
jammysweet,21
vernaccia,45
piccini,17
cherrycola,20
paté,6
strasser,11
byron,17
tohu,11
prison,8
grigio,35
supermarket,20
nuevo,14
vanillaflavor,18
easytoenjoy,11
nickel,15
hardtodefin,10
bulli,7
ruin,6
lynmar,10
stemmler,8
undergon,7
mismatch,8
chardophil,6
plantain,10
helix,7
marsannay,7
emit,10
stolpman,12
cline,13
unwelcom,7
mccrea,14
eddi,7
superextract,12
gavi,19
objection,7
fornac,6
coppola,11
4pack,6
korbel,11
colombard,8
cvne,6
stud,12
milelong,11
shu,10
verbena,8
shrill,21
finger,9
frenchoak,7
bubblegummi,10
slack,6
francbas,8
sixgrap,6
band,32
beneficiari,12
superlong,6
apalta,7
vanillaacc,18
plethora,13
satin,12
idiosyncrat,16
morellino,74
glycerinedriven,6
rugged,8
164,9
quilceda,18
firmest,14
pétrus,9
lynchbag,21
mousi,10
ervamoira,14
treacl,11
beetlik,9
imperi,6
bertrand,9
airfield,8
hitch,6
elixir,8
welldon,11
mad,6
unlimit,9
northwestern,10
sweetsour,28
tankfer,12
vincent,17
neusiedl,6
driedherb,13
honeyco,7
1984,6
diminut,8
moreau,9
limeinflect,6
dessertstyl,9
yarden,10
immers,6
jorg,28
sangioveto,6
148,26
runofthemil,18
dislik,9
162,12
lucia,6
patz,8
twelv,8
tabasco,18
woodinfluenc,8
boundari,15
leda,6
fullout,6
strengthen,6
elerd,20
surli,7
glidepath,8
aurus,6
dacon,16
orm,10
incongru,14
writer,6
fonterutoli,7
whiskey,6
100000,13
mimosa,6
gregorio,8
finca,7
allend,8
sarale,7
tidal,11
2012–2016,6
nari,11
highproduct,8
blockier,7
allaround,10
asap,6
boonvill,7
barn,6
treebark,6
cheese,7
antiqu,7
whisp,6
beast,23
mevush,13
nittnaus,8
07s,6
rex,15
gallon,7
borro,6
riojano,6
15th,7
gérard,7
innoc,11
sendoff,6
mocali,6
gimignano,8
understat,11
pedest,6
hess,10
mine,7
gran,7
rincon,9
edific,10
titan,7
gordi,7
puff,25
garlicki,10
junior,21
francdomin,6
stuck,11
walla,6
llach,6
scheme,10
superdri,14
cushioni,23
vise,6
claretlik,17
vittorio,8
157,25
cosentino,6
crasto,10
caze,16
hawaiian,6
melodi,7
takenoprison,6
2012–2020,14
chocolate,12
fajita,13
erst,7
abli,15
shorttomedium,37
borsao,6
franco,18
nip,8
polenta,13
foremost,14
2011s,7
astoria,10
consensus,6
brazen,8
rag,10
chius,6
fate,6
fattoria,17
barbi,17
suolo,6
grenachebas,7
letdown,32
stringi,6
boxwood,16
boedeck,7
higherpr,18
banfi,45
mouthburst,9
hopland,6
underdon,7
latin,7
dona,11
marchesi,8
morsel,7
thousand,6
napaesqu,6
meantim,12
viu,7
kenwood,14
bouillon,7
cranberryflavor,7
notri,6
kelley,6
millesimato,11
masottina,8
pieropan,6
neon,8
semisoft,8
stillchewi,6
renew,7
novemb,11
commit,19
unrepent,6
franciacorta,51
fruitdomin,7
mulderbosch,8
neil,10
elli,10
barbera_dalba,158
89—91,12
stemilion,8
hey,6
contrari,21
flare,8
felip,6
ser,11
nxnw,7
buena,10
pepperspic,17
ubiquit,9
toffoli,7
methven,6
fetzer,8
wilder,7
lemonhoney,6
avignonesi,6
cabmerlot,15
awa,23
constel,10
viña,8
mayor,6
union,6
sveva,6
fruits—peach,6
radda,6
notori,28
475,8
technolog,10
tandoori,9
echelon,12
delta,15
88—90,14
adami,18
clangi,9
quotient,11
mazzocco,18
tartsweet,14
ott,9
mourvèdrebas,6
guest,17
gioveto,8
ballet,9
pask,6
riverbend,13
anonym,17
grenachesyrah,7
heck,8
overwood,6
ethiopian,6
malaysian,8
bortolin,6
valdobbiaden,7
alsatian,17
now–2012,71
barbera_dasti,183
zinfanat,8
magnifiqu,6
allnew,7
mo,6
87—89,10
pill,11
fruitload,6
here—it,7
clever,12
boston,7
firstgrowth,8
toso,11
warmish,16
sequoia,8
elys,6
nobli,7
reservestyl,24
silkier,16
teriaki,13
inglenook,6
indisput,6
sparker,9
lifetim,8
limey,9
lap,7
sacha,7
lichin,8
elbow,14
shortish,11
import_dreyfus,62
splashi,9
peanutti,10
qualit,13
vanillaladen,22
downward,6
meridian,7
monferrato,33
bordeauxesqu,13
butterfat,7
grgich,6
86—88,13
roselik,6
umamisoak,7
divot,11
acet,12
neudorf,6
popsicl,8
lullabi,6
arbor,6
chèvre,13
nizza,18
minimalist,10
cherryplum,14
paler,6
bus,6
overchil,11
pepperinfus,13
bewar,12
curti,6
wellconcentr,12
nettlei,7
rheinhessen,8
glisten,8
pin,14
scottish,6
alberto,6
biondisanti,9
marinad,7
commonplac,11
tastingroom,7
wider,11
lapostoll,8
dustytextur,7
chinon,13
mochaflavor,9
nobilo,8
jive,6
countywid,8
lorrain,8
unidimension,9
antipasto,6
salumi,8
unfocuss,7
85—87,7
mineralting,6
ashbi_co,60
2010–2013,17
antichardonnay,7
palatestimul,12
import_wilson,75
daniel_ltd,75
import_frederick,107
wildman,107
asti,18
chocolatyrich,6
500liter,7
vigneron,11
emmanuel,6
19000,6
turnoff,16
disast,10
porpora,6
pommelo,11
superfresh,9
1993,11
sundanc,12
hound,7
kacher,26
strawcolor,11
skinni,15
corp,31
—ml,57
salvi,8
sleeper,17
marco,17
told,9
gumbal,15
thermidor,6
supris,7
argyl,9
mouthfreshen,6
sol,6
42000,6
bruna,7
dryer,7
editor_choic,79
van,22
2010–2012,12
mid2010,26
burnttoast,10
tosco,6
carbonneutr,9
8486,12
fruitstand,6
emiss,10
veglio,10
thereaft,7
cabsyrah,6
macì,7
tripl,11
seafoodfriend,6
slati,13
weygandtmetzl,11
29000,6
fresia,11
lighttomediumbodi,6
unbal,6
umamiladen,6
juliéna,6
pergola,8
sweetstyl,10
unsophist,7
nasti,7
welldos,10
butterbas,9
jacob,11
marqu,22
jj,6
thru,15
aboard,7
easton,8
coreleas,12
alana,7
provinc,9
praiseworthi,7
subservi,6
chalkboard,11
bunnel,12
karl,11
deepest,9
piedra,6
wellgrown,9
uriah,6
sixplus,9
offend,15
multitud,12
pritchard,10
mora,6
statist,6
undurraga,24
stave,7
ferrari,8
fumélik,8
import_pasternak,45
vinarium,8
angelini,8
bond,20
balsamlik,7
doyenn,8
valdeorra,8
salon,9
matariki,7
pluminfus,7
palett,6
dud,10
vesuvio,8
satèn,14
jean,18
adrianna,12
heathcot,6
steroid,20
frontier,19
aîné,6
italia,14
d2,10
delill,19
lunchtim,6
romano,10
martino,8
gage,6
miracl,9
europvin,17
cannan,12
vieux,9
undevelop,7
tolosa,11
merchant,28
winebow,48
vignaioli,7
côterôti,26
entiti,8
curvi,18
pheasant,12
rolar,6
aristocrat,12
créme,11
berryfil,7
amphitheat,7
conceiv,7
alan,6
mccorkindal,6
undergird,61
keel,6
milieu,6
negrar,9
creamiest,6
strippeddown,6
distributor,24
earliest,7
kysela,18
weinert,12
fond,7
letalon,7
laudabl,11
pineappleinfus,15
montecastelli,7
testa,9
particella,6
dogliani,9
renato,6
ratti,7
fleur,6
surmaturité,8
alain,18
2010–2015,12
flirti,12
enotec,13
macari,11
canapé,9
cheesey,6
nicer,8
leeuwin,13
prelud,7
etc,27
craig,11
nicasia,8
threeyearold,7
wellmarbl,17
pommeri,8
priciest,8
foodreadi,8
mahi,6
mutt,15
manzanilla,13
szechuan,6
cote,6
bedford,14
cocktailstyl,11
overst,9
struckflint,8
redd,11
roux,8
tricana,8
firstcours,6
anderson,6
hark,6
—a,7
mu,6
limarí,12
tutto,8
schoolroom,8
bastia,6
fruitcocktail,7
midpric,9
readytogo,6
quivira,7
tannicacid,8
skewer,14
now2014,9
miser,15
gas,7
reemerg,7
crept,8
agenc,8
rudi,7
wiest,6
borghetti,6
near15,7
reek,15
nettley,6
frontlin,7
spotti,14
winelink,7
simi,6
norther,10
peachflavor,9
cohort,13
brownforman,10
ineleg,13
grillé,10
buttercreami,6
cathi,7
corison,10
nelson,10
ta,7
vintus,26
bottler,6
superyoung,6
2009–2012,10
freak,8
genesi,7
clack,9
pinotphil,7
doc,10
schmittsohn,13
eclips,6
calcul,7
cautious,6
syrupysweet,7
chuck,13
trilog,8
consulta,7
sangria,7
goldkap,6
puntido,6
vengeanc,7
ultrasweet,9
ruffino,12
viabl,10
nouveaustyl,6
francoi,11
98100,10
9799,14
rev,6
cherryblackberri,25
medalla,10
guardian,8
leanstyl,7
sangiovesecabernet,12
weekend,8
frizzant,9
nobrain,10
kalon,12
milkshak,8
cayus,9
prey,7
applaus,12
2010–2014,6
edmond,12
alphons,29
jalapeno,6
overrun,6
trelli,8
birthday,10
jbookwalt,6
2011–2013,10
garag,7
tomatoleaf,15
blackberrycherri,10
jacaman,6
unspectacular,11
benedict,8
uncanni,6
trinchero,8
sterl,6
feelwis,6
merlotcab,7
pillo,7
pastrylik,10
canajolo,6
brune,8
mid13,6
mandatori,9
quartet,11
oriel,13
breadandbutt,6
datenut,9
holdov,10
panoram,6
umbrian,7
desserti,10
camarda,6
sorella,8
pavon,7
hightow,6
hartford,9
bonbon,11
magnum,16
bratasiuk,10
broker,6
kynsi,9
blackberryinfus,12
rulo,11
gratin,11
enterpris,6
cond,9
pet,16
mitolo,12
roero,44
dellannunziata,6
emiliaromagna,6
dissimilar,10
beaucoup,10
boudreaux,7
navarra,16
muga,21
06s,8
baileyana,7
opus,10
elvio,6
ravera,6
romain,6
swept,6
viuda,6
fournier,11
45000,14
crustacean,8
mouth—it,7
grassier,10
weaker,8
touton,15
vanillanut,7
2009–2011,6
zéro,6
bleed,9
pellé,7
hirsch,7
instanc,10
salvag,6
unpretenti,7
roda,6
forgett,9
parient,7
miracul,9
dow,13
moussièr,6
2010–2016,6
oriana,6
blueberryblackberri,11
approv,8
newag,6
alfr,7
12000,16
cest,8
saliv,7
adriat,6
extent,8
wavi,12
silli,10
semi,9
pike,6
rawbon,6
unnecessari,6
161,12
scattershot,11
charmless,13
2009–2015,19
2010–2018,14
loureira,13
sancerrestyl,10
concha,14
minerality—a,7
mosaic,6
legal,9
gibson,7
insuffici,7
nemea,7
ausa,7
frederick,6
21stcenturi,7
applebas,9
lascomb,7
overload,21
se,8
2008–2015,15
burden,6
mimic,9
chaleur,11
hardwick,6
hardtodescrib,8
paterno,45
emporium,11
highclass,15
harsher,6
25000,10
whale,8
select_inc,34
chalon,7
cordon,9
catalonia,7
105,14
mediumtofullbodi,6
sichel,6
jacquesson,7
grandest,8
pérignon,9
clicquot,9
creamili,9
comfitur,17
cash,7
guiraud,6
bollig,8
unassert,6
vincor,10
trivin,11
wimbledon,10
vranken,10
woollaston,6
rereleas,8
duvalleroy,8
kobrand,39
starz,15
buttersauté,6
143,11
threshold,8
ordoñez,7
unpolish,6
breuer,7
talclik,6
macintosh,6
heidsieck,10
simplist,7
overarch,6
aligoté,6
viti,9
unevolv,10
odfjel,11
straitjacket,6
2009–2013,7
sent,6
patchwork,6
remi,28
cointreau,28
berryinfus,6
tartberri,6
marchetti,6
patach,7
2008–2012,7
mckenna,9
lemonandlim,14
banvill,16
jone,19
someplac,6
everchang,8
yvon,6
mau,11
arch,8
meslier,6
arbann,6
drappier,7
kaiken,8
symington,17
aidil,11
barebon,10
chilipepp,6
torront,23
item,8
pig,7
oat,15
copperish,25
berlucchi,6
calit,7
resurfac,7
citrusminer,7
largesc,7
visual,6
bosca,6
szechuanstyl,6
earthyberri,7
ultrasoft,12
somebodi,7
now2010,8
jed,6
piña,7
civusa,9
dalla,11
snake,6
sleeker,7
barruol,6
nient,11
unsubtl,7
86,8
colgin,6
candyflavor,9
coach,12
stirfri,6
2004s,13
chave,8
hmmm,6
mintygreen,8
longdepaquit,6
charbonneau,6
vivant,6
fairest,8
pinnacl,9
opici,12
otherworld,6
randal,7
grahm,7
war,13
harrison,13
aplenti,8
rubberlik,7
barnett,9
2005s,9
peril,6
siet,7
til,8
palate—a,6
rosecolor,7
peachpear,6
knyphausen,6
moldi,10
sweetertast,7
fruit—th,6
verdoni,7
fruityspici,11
kahlúa,15
pithon,7
alsatianstyl,9
write,10
nashwauk,9
kaesler,6
reid,6
bosward,6
neusiedlerse,17
lohr,20
av,12
oakimpart,6
corban,6
200000case,6
caymus,6
clape,8
handley,7
greenpea,11
semblanc,8
pauli,9
bergweil,6
vanillaspic,6
dal,9
soggi,6
mentholli,8
mochachoca,7
chink,6
willi,7
andau,6
manara,6
circumst,9
nielson,10
pancetta,9
tulpen,7
toastedoak,6
sarria,6
rhone,11
adolesc,6
excelsior,18
pannobil,6
gol,6
import_diageo,75
chateau_estat,75
exceptionnel,6
deemphas,6
doña,6
chocolatemint,7
torino,6
babyfat,7
medoc,7
oregonian,6
baconsc,6
cedaracc,7
kj,16
jessiaum,6
ehrhart,8
flier,10
llama,10
bousquet,8
glut,7
fruitacid,7
welldispers,6
hardwork,7
internationalstyl,8
501,10
mcdevitt,6
dc,12
marielaur,7
semibak,6
borghes,6
freshroast,6
ramato,13
custodian,6
rhubarblik,10
assumpt,6
1998s,6
mantl,7
2007–2010,14
sterner,6
andina,9
woodier,6
attest,9
wallet,6
kendermann,7
cinnamonpepp,7
agenda,6
sharpelbow,6
jug,7
pegas,9
interf,7
belief,7
bayfield,7
morand,11
gwfcgourmet,8
dweller,6
40000,6
loré,6
sorrel,6
longerliv,6
kaan,9
rubypurpl,7
microcuvé,6
dela,9
2010–2025,10
climax,9
surh,9
luchtel,6
unadorn,6
ogier,8
greentea,7
shawross,11
miniscul,7
lighterweight,6
cailbourdin,8
voge,6
villain,6
murrieta,6
aliança,7
tanneri,9
uncov,10
fullscal,6
branch,9
chatonnet,6
rodolfo,9
cosimi,9
capit,8
parson,6
leisur,9
poggiolo,6
consumerfriend,7
upgrad,6
02s,6
vinifera,10
kendalljackson,6
credibl,8
vinus,6
brass,6
clobber,6
lessen,17
ordoñezfin,8
lafon,6
fruitbal,7
labégorcemargaux,6
flour,10
wellevolv,6
nido,6
hamach,7
berrysc,9
spicyherb,6
mediumtolong,6
ashen,6
merlotlik,7
washingtongrown,6
94–96,20
93–95,29
92–94,53
91–93,55
90–92,54
89–91,42
87–89,16
95–97,7
yellowish,13
wine—thi,9
emiliana,12
noninterventionist,6
bello,6
caviar,6
hardi,6
mineral,6
achleiten,6
palacio,6
neck,6
solengo,6
standish,6
hamper,7
now2017,8
igler,6
rollat,8
pichler,6
jimmi,6
orvino,6
curranti,6
gatorad,7
inch,7
now2025,6
graveyard,6
queen,6
chardonnaydomin,6
vinecrest,10
rochell,6
plumberri,6
langhorn,6
90point,6
92—94,9
91—93,19
2008–2020,6
sousa,6
90—92,15
2008–2010,6
tgic,11
itõ,6
canandaigua,6
portet,6
8890,8
